customer_id,first_name,last_name,date_of_birth,gender,city,state,employment_type,monthly_income,customer_since
C000251,Laban,Boase,1979-07-06,F,Ahmedabad,Gujarat,BUSINESS_OWNER,218297,2025-04-13
C000252,Oeshi,Oak,1995-04-06,F,Jaipur,Rajasthan,SALARIED,73361,2020-12-25
C000253,Aarnav,Mandal,1981-01-10,M,Bengaluru,Karnataka,SELF_EMPLOYED,134849,2025-10-31
C000254,Vrishti,Dixit,1991-02-05,M,Jaipur,Rajasthan,SALARIED,185156,2023-04-17
C000255,Veda,Pai,1983-05-02,M,Chennai,Tamil Nadu,BUSINESS_OWNER,61517,2023-05-28
C000256,Krishna,Shah,1982-08-10,M,Bengaluru,Karnataka,BUSINESS_OWNER,126952,2026-02-08
C000257,Ranbir,Khare,1999-08-16,M,Pune,Maharashtra,SALARIED,140965,2021-12-19
C000258,Vivaan,Roy,1963-09-06,M,Pune,Maharashtra,SELF_EMPLOYED,207853,2021-06-01
C000259,Urvashi,Raj,1986-12-26,F,Bengaluru,Karnataka,SELF_EMPLOYED,238817,2024-05-10
C000260,Max,Tandon,1963-03-26,F,Jaipur,Rajasthan,SALARIED,139743,2019-10-14
C000261,Yadavi,Narula,1967-07-17,M,Kolkata,West Bengal,SELF_EMPLOYED,69967,2026-02-23
C000262,Ria,Chaudhry,1996-07-02,M,Chennai,Tamil Nadu,SALARIED,92416,2026-06-15
C000263,Tanmayi,Aurora,1970-07-10,F,Delhi,Delhi,BUSINESS_OWNER,90037,2022-03-13
C000264,Mohammed,Borde,1992-08-29,F,Mumbai,Maharashtra,BUSINESS_OWNER,98264,2025-05-11
C000265,Alka,Nigam,2003-02-15,F,Chennai,Tamil Nadu,SALARIED,137059,2024-08-08
C000266,Mitali,Buch,1983-01-26,F,Kolkata,West Bengal,SELF_EMPLOYED,107147,2025-12-17
C000267,Lajita,Nadig,2003-05-14,F,Kolkata,West Bengal,SELF_EMPLOYED,104352,2024-10-27
C000268,Vinaya,Banik,2002-09-24,M,Ahmedabad,Gujarat,BUSINESS_OWNER,120393,2019-04-17
C000269,Wahab,Mani,1976-03-11,F,Ahmedabad,Gujarat,SALARIED,103408,2025-01-23
C000270,Gautam,Saraf,1967-05-30,F,Jaipur,Rajasthan,SELF_EMPLOYED,193982,2025-03-06
C000271,Harish,Sawhney,1972-01-13,F,Nashik,Maharashtra,SALARIED,53094,2024-08-12
C000272,Chandani,Balakrishnan,1963-11-04,F,Kolkata,West Bengal,SALARIED,249163,2021-06-20
C000273,Daksh,Memon,1985-02-07,M,Jaipur,Rajasthan,BUSINESS_OWNER,139780,2021-11-24
C000274,Raagini,Dhingra,1977-04-30,M,Mumbai,Maharashtra,SELF_EMPLOYED,248309,2023-03-25
C000275,Nisha,Gole,1972-04-11,M,Nashik,Maharashtra,SELF_EMPLOYED,224872,2020-03-13
C000276,Farhan,Raja,2002-11-18,F,Bengaluru,Karnataka,BUSINESS_OWNER,201588,2024-07-09
C000277,Wridesh,Tank,2000-05-24,M,Delhi,Delhi,SELF_EMPLOYED,243436,2019-12-05
C000278,Vincent,Shenoy,2004-02-14,F,Kolkata,West Bengal,SELF_EMPLOYED,184311,2020-11-14
C000279,Tripti,Kumer,1961-05-08,M,Jaipur,Rajasthan,BUSINESS_OWNER,37936,2026-05-10
C000280,Udyati,Mani,1997-11-27,F,Ahmedabad,Gujarat,SALARIED,215760,2020-01-20
C000281,Ethan,Sathe,1984-03-24,F,Pune,Maharashtra,SALARIED,219326,2023-09-16
C000282,Chandani,Samra,1977-09-24,F,Pune,Maharashtra,SALARIED,201928,2022-08-06
C000283,Chasmum,Issac,1986-11-21,M,Bengaluru,Karnataka,SALARIED,105032,2025-12-20
C000284,Vasudha,Chhabra,1976-11-07,F,Mumbai,Maharashtra,SELF_EMPLOYED,118262,2021-12-14
C000285,Jagrati,Merchant,1980-10-20,M,Delhi,Delhi,SALARIED,159242,2018-11-24
C000286,Meghana,Maharaj,1961-04-06,M,Delhi,Delhi,SALARIED,65893,2023-07-11
C000287,Chandran,Taneja,1980-03-09,F,Pune,Maharashtra,BUSINESS_OWNER,199079,2025-04-23
C000288,Victor,Pandey,1975-08-13,F,Ahmedabad,Gujarat,BUSINESS_OWNER,57517,2024-02-15
C000289,Ranveer,Krishna,2005-07-27,F,Ahmedabad,Gujarat,BUSINESS_OWNER,86578,2024-07-02
C000290,Laksh,Chatterjee,2003-05-30,F,Jaipur,Rajasthan,BUSINESS_OWNER,22463,2024-03-17
C000291,Balveer,More,1990-09-16,F,Jaipur,Rajasthan,BUSINESS_OWNER,163287,2018-12-29
C000292,Janya,Deep,1966-11-05,M,Nashik,Maharashtra,SELF_EMPLOYED,110587,2026-06-13
C000293,Chakrika,Narain,1988-12-26,F,Chennai,Tamil Nadu,BUSINESS_OWNER,131230,2020-03-15
C000294,Sai,Deo,1997-06-02,F,Bengaluru,Karnataka,SELF_EMPLOYED,72223,2026-03-02
C000295,Jasmit,Wali,1994-11-10,F,Delhi,Delhi,SALARIED,82182,2026-06-25
C000296,Anjali,Gala,1978-03-14,F,Delhi,Delhi,BUSINESS_OWNER,97561,2026-06-26
C000297,Vasatika,Merchant,1983-10-05,M,Bengaluru,Karnataka,BUSINESS_OWNER,123758,2025-07-20
C000298,Ishwar,Sidhu,1965-11-01,M,Bengaluru,Karnataka,BUSINESS_OWNER,246772,2019-11-28
C000299,Upkaar,Ranganathan,1998-08-21,F,Mumbai,Maharashtra,SELF_EMPLOYED,223355,2021-10-27
C000300,Gautam,Rana,1961-08-28,F,Ahmedabad,Gujarat,SALARIED,186885,2020-12-16
C000301,Jatin,Sha,1985-10-17,F,Ahmedabad,Gujarat,BUSINESS_OWNER,218070,2024-06-07
C000302,Adweta,Raj,2004-03-01,M,Nashik,Maharashtra,BUSINESS_OWNER,189434,2021-11-14
C000303,Hritik,Kaur,1992-10-17,F,Mumbai,Maharashtra,SELF_EMPLOYED,28746,2018-12-03
C000304,Falak,Kant,2004-10-13,F,Chennai,Tamil Nadu,BUSINESS_OWNER,54448,2019-04-01
C000305,Ucchal,Mittal,2004-11-21,F,Pune,Maharashtra,SELF_EMPLOYED,215947,2022-03-08
C000306,Jackson,Dey,1963-10-19,M,Delhi,Delhi,SALARIED,54644,2019-01-10
C000307,Daksha,Tailor,1968-08-12,F,Kolkata,West Bengal,BUSINESS_OWNER,151542,2019-07-15
C000308,Wahab,Yogi,1969-12-10,M,Bengaluru,Karnataka,SELF_EMPLOYED,236187,2022-01-06
C000309,Sudiksha,Prabhakar,1997-06-21,F,Jaipur,Rajasthan,BUSINESS_OWNER,248169,2022-04-11
C000310,Mohammed,Sachdeva,2005-04-12,M,Hyderabad,Telangana,SELF_EMPLOYED,39739,2019-07-21
C000311,Vrishti,Reddy,1979-09-30,M,Nashik,Maharashtra,BUSINESS_OWNER,209849,2018-12-27
C000312,Kamala,Kalla,1990-11-19,F,Delhi,Delhi,SALARIED,227272,2022-06-29
C000313,Warinder,Patil,1967-06-22,M,Delhi,Delhi,SELF_EMPLOYED,160659,2024-07-17
C000314,Jhalak,Parmer,1964-10-30,F,Pune,Maharashtra,SELF_EMPLOYED,196377,2022-02-04
C000315,Anya,Gupta,1969-01-09,F,Bengaluru,Karnataka,BUSINESS_OWNER,117379,2025-12-03
C000316,Suhani,Chand,1975-02-22,M,Pune,Maharashtra,SELF_EMPLOYED,26560,2024-03-02
C000317,Ansh,Bedi,1983-05-29,F,Chennai,Tamil Nadu,BUSINESS_OWNER,78030,2020-10-12
C000318,Jeremiah,Jha,1965-05-19,F,Pune,Maharashtra,BUSINESS_OWNER,99217,2025-10-08
C000319,Sarthak,Kalita,1976-07-26,M,Delhi,Delhi,SALARIED,31887,2021-07-03
C000320,Manbir,Agate,1979-07-31,F,Mumbai,Maharashtra,SELF_EMPLOYED,50440,2026-01-04
C000321,Maanav,De,1997-06-22,M,Pune,Maharashtra,BUSINESS_OWNER,55563,2020-11-03
C000322,Owen,Choudhary,2005-09-11,F,Delhi,Delhi,SELF_EMPLOYED,195763,2026-01-29
C000323,Atharv,Deep,1961-09-21,F,Kolkata,West Bengal,BUSINESS_OWNER,214581,2021-10-04
C000324,Wazir,Naik,1961-10-14,F,Nashik,Maharashtra,BUSINESS_OWNER,45957,2020-03-11
C000325,Alka,Ben,1969-05-03,F,Jaipur,Rajasthan,SELF_EMPLOYED,28576,2025-01-07
C000326,Oviya,Vora,1968-06-11,M,Hyderabad,Telangana,SELF_EMPLOYED,136574,2025-01-19
C000327,Devansh,Soni,1991-03-20,F,Ahmedabad,Gujarat,SALARIED,199746,2025-04-30
C000328,Janaki,Varghese,2001-02-09,F,Hyderabad,Telangana,SALARIED,124369,2019-08-21
C000329,Siya,Thakur,1975-10-15,M,Bengaluru,Karnataka,SALARIED,242306,2023-12-11
C000330,Caleb,Verma,1981-03-28,M,Jaipur,Rajasthan,BUSINESS_OWNER,75602,2022-08-10
C000331,Azaan,Bhat,1993-04-22,M,Chennai,Tamil Nadu,SALARIED,226253,2025-12-01
C000332,Neelima,Sandhu,1968-01-22,M,Hyderabad,Telangana,SALARIED,226301,2022-11-18
C000333,Sachi,Borah,1966-03-18,M,Chennai,Tamil Nadu,SALARIED,237531,2021-06-13
C000334,Manbir,Bhatti,1969-04-19,M,Kolkata,West Bengal,BUSINESS_OWNER,76610,2021-01-18
C000335,Ekta,Raj,2001-05-13,F,Ahmedabad,Gujarat,SALARIED,226738,2023-03-23
C000336,Chaitaly,Setty,1995-02-11,M,Chennai,Tamil Nadu,SELF_EMPLOYED,245026,2023-11-10
C000337,Qushi,Chaudhary,1968-06-30,M,Nashik,Maharashtra,BUSINESS_OWNER,85707,2025-12-18
C000338,Tanveer,Sani,1991-06-10,M,Nashik,Maharashtra,BUSINESS_OWNER,247134,2026-04-07
C000339,Vedant,Sachdev,1983-10-11,M,Mumbai,Maharashtra,SALARIED,113911,2025-09-30
C000340,Sudiksha,Rastogi,1989-01-07,F,Ahmedabad,Gujarat,SALARIED,65677,2024-11-30
C000341,Girish,Munshi,1989-10-02,M,Bengaluru,Karnataka,SALARIED,214436,2021-05-14
C000342,Aadhya,Prasad,1971-02-05,M,Delhi,Delhi,BUSINESS_OWNER,36661,2024-07-20
C000343,Urvi,Bhavsar,1966-12-02,F,Jaipur,Rajasthan,SELF_EMPLOYED,154542,2025-10-14
C000344,Frederick,Chander,1990-02-06,M,Chennai,Tamil Nadu,SELF_EMPLOYED,152078,2019-07-14
C000345,Kashish,De,1998-07-28,M,Ahmedabad,Gujarat,BUSINESS_OWNER,225318,2019-03-22
C000346,Forum,Das,1988-08-31,F,Kolkata,West Bengal,SELF_EMPLOYED,188647,2021-09-19
C000347,Pallavi,Behl,1980-04-14,M,Mumbai,Maharashtra,SELF_EMPLOYED,242114,2023-10-26
C000348,Devika,Pandey,1967-10-06,F,Delhi,Delhi,BUSINESS_OWNER,48301,2023-08-17
C000349,Yashica,Kala,1971-03-29,F,Jaipur,Rajasthan,SALARIED,41178,2024-04-18
C000350,Vasatika,Kapur,1968-01-28,M,Hyderabad,Telangana,SALARIED,53080,2021-09-08
C000351,Jhalak,Contractor,1979-09-01,F,Bengaluru,Karnataka,SELF_EMPLOYED,176602,2023-08-05
C000352,Upkaar,Sanghvi,1998-11-19,F,Kolkata,West Bengal,SELF_EMPLOYED,152527,2025-03-28
C000353,Atharv,Loke,1962-09-06,F,Chennai,Tamil Nadu,SALARIED,227905,2020-03-30
C000354,Anjali,More,1983-11-02,M,Pune,Maharashtra,SELF_EMPLOYED,138372,2021-09-11
C000355,Abeer,Golla,1970-06-17,F,Ahmedabad,Gujarat,SELF_EMPLOYED,236902,2023-07-12
C000356,Nandini,Boase,1970-05-14,F,Jaipur,Rajasthan,SELF_EMPLOYED,211263,2025-01-05
C000357,Azaan,Chand,1996-10-23,F,Pune,Maharashtra,SELF_EMPLOYED,101926,2020-07-16
C000358,Krisha,Saini,1991-08-01,F,Bengaluru,Karnataka,SALARIED,200046,2021-08-11
C000359,Nakul,Pingle,1981-12-01,M,Jaipur,Rajasthan,SALARIED,238044,2024-11-05
C000360,Ekta,Chad,1964-04-16,M,Pune,Maharashtra,SELF_EMPLOYED,45313,2020-01-13
C000361,Nakul,Bawa,1966-04-06,M,Hyderabad,Telangana,BUSINESS_OWNER,35723,2021-01-09
C000362,Saanvi,Samra,1993-10-05,F,Chennai,Tamil Nadu,BUSINESS_OWNER,52042,2023-11-16
C000363,Riya,Sachdeva,1979-04-20,F,Delhi,Delhi,BUSINESS_OWNER,216682,2020-07-17
C000364,Yauvani,Comar,1984-03-14,M,Delhi,Delhi,SELF_EMPLOYED,177393,2022-05-14
C000365,Indrajit,Mander,2001-01-27,F,Bengaluru,Karnataka,SALARIED,171497,2022-11-06
C000366,Darika,Bath,1975-09-20,M,Kolkata,West Bengal,SALARIED,192159,2022-01-27
C000367,Christopher,Amble,1974-08-15,M,Jaipur,Rajasthan,SALARIED,111780,2021-04-10
C000368,Siddharth,Devan,1978-02-05,F,Kolkata,West Bengal,SALARIED,219912,2021-03-04
C000369,Falak,Dar,1961-03-28,M,Bengaluru,Karnataka,SELF_EMPLOYED,241552,2022-12-10
C000370,Qushi,Gill,1969-07-02,M,Kolkata,West Bengal,BUSINESS_OWNER,192446,2021-12-11
C000371,Victor,Tella,1998-09-25,M,Bengaluru,Karnataka,SALARIED,91636,2025-10-19
C000372,Irya,Bora,1987-09-25,F,Bengaluru,Karnataka,SELF_EMPLOYED,21600,2026-01-15
C000373,Brijesh,Sarin,1961-12-26,M,Nashik,Maharashtra,BUSINESS_OWNER,192318,2022-08-15
C000374,Faras,Munshi,1999-11-22,M,Delhi,Delhi,SALARIED,214240,2022-05-12
C000375,Nidhi,Sahni,1980-05-30,M,Mumbai,Maharashtra,BUSINESS_OWNER,159062,2019-09-09
C000376,Nidhi,Bail,1982-10-24,F,Ahmedabad,Gujarat,SELF_EMPLOYED,138920,2020-03-03
C000377,Triveni,Pathak,1966-09-16,M,Hyderabad,Telangana,SELF_EMPLOYED,101693,2022-06-04
C000378,Hitesh,Kohli,1990-05-11,M,Hyderabad,Telangana,SALARIED,60784,2023-09-20
C000379,Nandini,Viswanathan,1966-01-23,M,Nashik,Maharashtra,BUSINESS_OWNER,41386,2022-01-28
C000380,Dayita,Nori,1975-10-16,F,Bengaluru,Karnataka,BUSINESS_OWNER,131152,2021-07-17
C000381,Om,Bose,1995-06-14,F,Jaipur,Rajasthan,SELF_EMPLOYED,91609,2024-02-05
C000382,Ishaan,Wali,1995-05-31,M,Ahmedabad,Gujarat,SELF_EMPLOYED,132699,2020-05-11
C000383,Ikshita,Panchal,2004-08-19,F,Pune,Maharashtra,BUSINESS_OWNER,197861,2025-08-23
C000384,Manbir,Keer,1967-09-16,F,Chennai,Tamil Nadu,BUSINESS_OWNER,194884,2019-12-15
C000385,Aahana,Hora,1972-07-08,M,Bengaluru,Karnataka,SALARIED,123615,2023-11-01
C000386,Michael,Borra,1972-10-06,M,Chennai,Tamil Nadu,SALARIED,73588,2025-04-14
C000387,Wakeeta,Shetty,1999-01-27,M,Bengaluru,Karnataka,SALARIED,220320,2025-03-04
C000388,Saumya,Naidu,2003-05-24,F,Bengaluru,Karnataka,SELF_EMPLOYED,51453,2021-05-26
C000389,Matthew,Sarraf,1965-05-11,F,Mumbai,Maharashtra,BUSINESS_OWNER,132893,2022-09-12
C000390,Riya,Mitter,1979-05-28,M,Nashik,Maharashtra,SELF_EMPLOYED,159613,2023-09-28
C000391,Daksh,Pandey,1995-03-27,F,Ahmedabad,Gujarat,SALARIED,124089,2019-05-05
C000392,Dayita,Shenoy,1991-06-19,F,Mumbai,Maharashtra,SALARIED,140521,2019-01-11
C000393,Dakshesh,Pillay,1980-03-31,F,Pune,Maharashtra,BUSINESS_OWNER,132534,2019-05-13
C000394,Gautam,Tripathi,1986-11-16,F,Chennai,Tamil Nadu,BUSINESS_OWNER,187809,2022-08-24
C000395,Benjamin,Sengupta,1999-08-12,F,Delhi,Delhi,SALARIED,126176,2024-04-03
C000396,Raghav,Nagy,2001-11-18,F,Mumbai,Maharashtra,SALARIED,230061,2022-10-03
C000397,Yachana,Dora,1964-12-02,F,Chennai,Tamil Nadu,BUSINESS_OWNER,114857,2022-07-17
C000398,Harshil,Oza,1966-06-14,F,Pune,Maharashtra,SALARIED,83783,2023-01-01
C000399,Orinder,Baral,1977-07-27,F,Delhi,Delhi,BUSINESS_OWNER,40616,2024-09-23
C000400,Raksha,Sarna,1996-05-16,F,Delhi,Delhi,BUSINESS_OWNER,109001,2023-02-27
C000401,Nathan,Patla,1986-01-31,F,Ahmedabad,Gujarat,SALARIED,40022,2026-07-08
C000402,Barkha,Ram,1988-07-12,M,Kolkata,West Bengal,BUSINESS_OWNER,153680,2025-04-19
C000403,Hamsini,Ben,2003-08-23,F,Ahmedabad,Gujarat,SELF_EMPLOYED,210678,2024-03-20
C000404,Gaurika,Bhatti,1983-02-23,M,Nashik,Maharashtra,SALARIED,58389,2019-07-07
C000405,Libni,Mander,1977-11-10,M,Bengaluru,Karnataka,SALARIED,177915,2024-11-12
C000406,Mason,Nath,1966-04-04,M,Nashik,Maharashtra,SALARIED,222597,2023-09-01
C000407,Lohit,Palla,1981-10-27,F,Jaipur,Rajasthan,BUSINESS_OWNER,219197,2024-04-16
C000408,Manya,Dayal,2001-03-15,F,Chennai,Tamil Nadu,BUSINESS_OWNER,167978,2024-09-27
C000409,Frado,Mukherjee,1998-09-30,F,Chennai,Tamil Nadu,BUSINESS_OWNER,102873,2021-11-30
C000410,Falguni,Datta,1996-07-13,F,Nashik,Maharashtra,SALARIED,142924,2019-07-04
C000411,Pallavi,Trivedi,1985-05-02,F,Jaipur,Rajasthan,SELF_EMPLOYED,175037,2018-11-12
C000412,Janani,More,1972-12-23,F,Mumbai,Maharashtra,BUSINESS_OWNER,39448,2020-07-13
C000413,Harita,Sunder,1973-10-11,F,Bengaluru,Karnataka,SELF_EMPLOYED,29858,2020-08-20
C000414,Laksh,Dubey,1965-12-17,F,Mumbai,Maharashtra,SELF_EMPLOYED,40114,2021-03-23
C000415,Harrison,Tripathi,1997-06-11,F,Pune,Maharashtra,SELF_EMPLOYED,172129,2025-10-24
C000416,Baljiwan,Nayar,2002-10-08,M,Kolkata,West Bengal,SELF_EMPLOYED,232288,2019-10-29
C000417,Krisha,Dube,1971-10-02,M,Chennai,Tamil Nadu,SELF_EMPLOYED,178598,2020-03-31
C000418,Noah,Sarma,1963-09-07,M,Jaipur,Rajasthan,SALARIED,138101,2022-03-16
C000419,Janya,Khanna,1990-12-09,F,Pune,Maharashtra,BUSINESS_OWNER,42106,2023-11-27
C000420,Bhavani,Sen,1976-08-20,M,Kolkata,West Bengal,SALARIED,84944,2023-04-03
C000421,William,More,1992-08-17,F,Jaipur,Rajasthan,BUSINESS_OWNER,157035,2026-05-26
C000422,Rishi,Pillai,1999-07-12,M,Chennai,Tamil Nadu,SELF_EMPLOYED,117740,2022-06-16
C000423,Triya,Manda,1986-09-12,F,Bengaluru,Karnataka,SELF_EMPLOYED,223021,2022-12-27
C000424,Omya,Edwin,1974-04-20,M,Hyderabad,Telangana,BUSINESS_OWNER,189687,2025-07-11
C000425,Lakshit,Krishna,1964-04-05,M,Hyderabad,Telangana,SELF_EMPLOYED,44774,2024-03-01
C000426,Vasana,Prabhu,1998-06-13,F,Kolkata,West Bengal,SELF_EMPLOYED,86059,2019-08-01
C000427,Zaitra,Dash,1980-02-10,M,Chennai,Tamil Nadu,SELF_EMPLOYED,41365,2019-06-04
C000428,Naveen,Mahajan,1991-04-15,M,Chennai,Tamil Nadu,SELF_EMPLOYED,101325,2026-05-30
C000429,Yochana,Din,1990-06-25,M,Delhi,Delhi,BUSINESS_OWNER,205816,2019-06-28
C000430,Tristan,Seshadri,1984-07-01,F,Pune,Maharashtra,BUSINESS_OWNER,118744,2026-08-16
C000431,Avi,Sachdeva,1964-05-02,M,Hyderabad,Telangana,BUSINESS_OWNER,204242,2022-01-30
C000432,Yadavi,Prakash,1976-10-03,M,Kolkata,West Bengal,BUSINESS_OWNER,195756,2021-12-29
C000433,Finn,Prasad,1975-12-28,F,Delhi,Delhi,SALARIED,115052,2018-12-13
C000434,Eiravati,Chaudhary,2004-12-09,M,Bengaluru,Karnataka,SALARIED,109583,2021-07-24
C000435,Madhav,Devan,1963-04-27,M,Jaipur,Rajasthan,SALARIED,56061,2021-02-24
C000436,Urmi,Dewan,1992-08-19,M,Nashik,Maharashtra,SELF_EMPLOYED,241361,2022-07-11
C000437,Abdul,Buch,1962-01-02,M,Pune,Maharashtra,BUSINESS_OWNER,108280,2020-11-20
C000438,Tanveer,Doctor,1998-01-21,M,Chennai,Tamil Nadu,BUSINESS_OWNER,118754,2024-11-23
C000439,Pallavi,Choudhry,1980-04-25,M,Nashik,Maharashtra,SALARIED,237932,2020-09-24
C000440,Charvi,Dara,1963-12-17,M,Chennai,Tamil Nadu,BUSINESS_OWNER,134733,2020-09-26
C000441,Oni,Shankar,1964-12-26,F,Mumbai,Maharashtra,SELF_EMPLOYED,197304,2019-08-27
C000442,Xalak,Wason,1961-10-30,F,Ahmedabad,Gujarat,BUSINESS_OWNER,94692,2024-02-01
C000443,Yutika,Khurana,1970-06-25,M,Jaipur,Rajasthan,BUSINESS_OWNER,82696,2021-03-09
C000444,Pushti,Agarwal,2002-07-20,F,Bengaluru,Karnataka,SALARIED,116427,2021-09-17
C000445,Wridesh,Saha,1973-06-16,F,Chennai,Tamil Nadu,SELF_EMPLOYED,221703,2024-05-12
C000446,Frederick,Viswanathan,1985-04-01,F,Bengaluru,Karnataka,BUSINESS_OWNER,158270,2019-04-15
C000447,Yashica,Tripathi,1998-06-03,M,Delhi,Delhi,SALARIED,230045,2018-11-19
C000448,Madhavi,Singhal,1963-09-04,M,Chennai,Tamil Nadu,SELF_EMPLOYED,33678,2024-02-12
C000449,Lila,Prakash,1977-12-21,F,Jaipur,Rajasthan,BUSINESS_OWNER,46893,2025-01-24
C000450,Amol,Parikh,1965-04-23,M,Kolkata,West Bengal,SELF_EMPLOYED,41987,2021-08-23
C000451,Wridesh,Chawla,2000-04-23,F,Nashik,Maharashtra,SELF_EMPLOYED,154572,2024-12-18
C000452,Gaurangi,Deol,1963-09-23,F,Nashik,Maharashtra,SALARIED,78205,2021-09-15
C000453,Hamsini,Gill,1992-04-30,F,Jaipur,Rajasthan,SALARIED,128762,2024-08-16
C000454,Varenya,Gopal,1969-11-20,F,Mumbai,Maharashtra,BUSINESS_OWNER,118031,2019-04-01
C000455,Tanvi,Bansal,1980-09-05,F,Ahmedabad,Gujarat,SALARIED,118281,2020-06-04
C000456,Caleb,Iyengar,1963-07-25,M,Ahmedabad,Gujarat,SELF_EMPLOYED,45974,2021-05-24
C000457,Dayita,Varma,1987-10-23,M,Hyderabad,Telangana,SALARIED,30040,2025-08-24
C000458,Urvashi,Kulkarni,1963-03-16,F,Bengaluru,Karnataka,BUSINESS_OWNER,237870,2025-02-12
C000459,Rayaan,Mangal,1985-01-01,F,Nashik,Maharashtra,SELF_EMPLOYED,181309,2026-01-16
C000460,Champak,Narula,1979-04-21,M,Mumbai,Maharashtra,SALARIED,87088,2019-10-08
C000461,Jhalak,Sarkar,1987-12-07,M,Ahmedabad,Gujarat,BUSINESS_OWNER,210640,2025-01-12
C000462,Ria,Raju,1983-10-13,F,Chennai,Tamil Nadu,SALARIED,223468,2020-04-19
C000463,Watika,Tank,1985-09-16,M,Bengaluru,Karnataka,SELF_EMPLOYED,51941,2026-07-28
C000464,Zilmil,Loke,1966-05-02,M,Mumbai,Maharashtra,SELF_EMPLOYED,187497,2024-11-22
C000465,Panini,Brar,1990-01-05,F,Chennai,Tamil Nadu,SALARIED,49060,2023-11-01
C000466,Pranit,Memon,1982-07-27,M,Jaipur,Rajasthan,BUSINESS_OWNER,155102,2019-08-01
C000467,Fariq,Narang,2005-09-08,M,Chennai,Tamil Nadu,BUSINESS_OWNER,57637,2021-03-23
C000468,Damini,Sehgal,2001-09-20,F,Bengaluru,Karnataka,SALARIED,181168,2024-10-24
C000469,Pooja,Ganesan,1990-12-02,M,Hyderabad,Telangana,BUSINESS_OWNER,129200,2021-09-13
C000470,Sanya,Basak,1984-09-13,M,Nashik,Maharashtra,BUSINESS_OWNER,114530,2023-12-10
C000471,Radhika,Maharaj,2004-03-24,M,Pune,Maharashtra,SELF_EMPLOYED,248938,2025-06-11
C000472,Dakshesh,Borde,2004-02-04,M,Jaipur,Rajasthan,BUSINESS_OWNER,121418,2022-03-02
C000473,Januja,Varghese,1971-08-07,F,Hyderabad,Telangana,BUSINESS_OWNER,24257,2018-12-22
C000474,Luke,Sarma,1963-01-29,M,Hyderabad,Telangana,SELF_EMPLOYED,83209,2019-10-14
C000475,Ekalinga,Keer,2004-08-12,F,Pune,Maharashtra,SALARIED,31622,2021-10-29
C000476,Janaki,Rajagopal,1999-04-24,F,Hyderabad,Telangana,BUSINESS_OWNER,65898,2018-12-26
C000477,Mitesh,Sengupta,1985-12-15,F,Jaipur,Rajasthan,BUSINESS_OWNER,67783,2021-11-15
C000478,Sachi,Bose,1999-10-07,M,Nashik,Maharashtra,BUSINESS_OWNER,223473,2019-11-18
C000479,Jeevika,Rao,1982-02-08,M,Jaipur,Rajasthan,SELF_EMPLOYED,72845,2024-03-27
C000480,Arya,Krish,1968-06-06,M,Mumbai,Maharashtra,SALARIED,102731,2018-12-06
C000481,Quincy,Tata,1995-12-11,F,Bengaluru,Karnataka,BUSINESS_OWNER,144098,2022-01-01
C000482,Jacob,Lala,1978-06-04,M,Bengaluru,Karnataka,BUSINESS_OWNER,70096,2024-09-12
C000483,Sanaya,Kala,2002-05-08,F,Bengaluru,Karnataka,SALARIED,246963,2021-02-20
C000484,Vritti,Iyengar,1969-01-21,F,Hyderabad,Telangana,SALARIED,229542,2019-11-12
C000485,Ethan,Seth,1972-06-17,F,Hyderabad,Telangana,SELF_EMPLOYED,214853,2026-05-10
C000486,Sai,Chahal,1982-06-17,F,Jaipur,Rajasthan,SELF_EMPLOYED,68973,2024-05-22
C000487,Idika,Bhattacharyya,1998-02-20,F,Jaipur,Rajasthan,SELF_EMPLOYED,229005,2023-04-28
C000488,Bina,Mital,1971-06-06,F,Kolkata,West Bengal,SALARIED,210600,2024-10-06
C000489,Owen,Pathak,1995-05-02,M,Delhi,Delhi,SELF_EMPLOYED,177929,2020-08-13
C000490,Jairaj,Iyer,1970-02-28,F,Nashik,Maharashtra,SELF_EMPLOYED,46895,2020-09-21
C000491,Wakeeta,Bal,1985-04-09,F,Pune,Maharashtra,BUSINESS_OWNER,97500,2023-06-04
C000492,Jyoti,Sibal,1998-04-02,F,Bengaluru,Karnataka,BUSINESS_OWNER,208131,2019-10-25
C000493,Gabriel,Bhatti,1981-10-04,M,Delhi,Delhi,BUSINESS_OWNER,136367,2022-02-05
C000494,Varenya,Vora,1988-08-31,F,Hyderabad,Telangana,SALARIED,210530,2025-04-02
C000495,Nimrat,Borah,1969-03-29,F,Hyderabad,Telangana,SELF_EMPLOYED,187633,2021-05-28
C000496,Ethan,Sengupta,1992-05-30,M,Mumbai,Maharashtra,BUSINESS_OWNER,187120,2024-06-30
C000497,Zansi,Padmanabhan,1969-06-11,F,Delhi,Delhi,BUSINESS_OWNER,230002,2026-03-06
C000498,Qabil,Dayal,1990-02-24,M,Nashik,Maharashtra,SALARIED,242473,2022-12-27
C000499,Christopher,Dash,1995-12-20,F,Chennai,Tamil Nadu,SALARIED,53090,2020-01-05
C000500,Daksha,Gala,1971-09-25,M,Pune,Maharashtra,BUSINESS_OWNER,116030,2021-06-15
C000501,Umang,Pal,1996-01-09,F,Hyderabad,Telangana,BUSINESS_OWNER,28489,2026-04-28
